file,t,k,s
/home/users/ozeyen/Benchmarks/FeatureModels/eb42.cnf, 199, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/ceb_v850.cnf, 182, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/aim711.cnf, 219, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/cma230.cnf, 196, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/moab.cnf, 211, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/stdeval1.cnf, 188, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/ocelot.cnf, 196, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/hs7729pci.cnf, 269, 3, 210
/home/users/ozeyen/Benchmarks/FeatureModels/viper.cnf, 194, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/am31_sim.cnf, 173, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/cq7750.cnf, 189, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/gps4020.cnf, 198, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/adder.cnf, 195, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/pc_rltk8139.cnf, 214, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/ipaq.cnf, 207, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/mac7100evb.cnf, 199, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 194, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/adderII.cnf, 195, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/calm32_ceb.cnf, 180, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/grg.cnf, 210, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/pc_i82559.cnf, 204, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/olpce2294.cnf, 215, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/edb7xxx.cnf, 211, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/stm3210e_eval.cnf, 188, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/innovator.cnf, 271, 3, 368
/home/users/ozeyen/Benchmarks/FeatureModels/stb.cnf, 190, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/se77x9.cnf, 261, 3, 212
/home/users/ozeyen/Benchmarks/FeatureModels/skmb91302.cnf, 182, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/ts6.cnf, 199, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/at91sam7sek.cnf, 206, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/ref4955.cnf, 190, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/tx39_sim.cnf, 174, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/cerfpda.cnf, 230, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 196, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/psim.cnf, 174, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/pc_vmWare.cnf, 202, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/h8max.cnf, 194, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/phycore229x.cnf, 215, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/p2106.cnf, 202, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/sparclite_sim.cnf, 173, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/jmr3904.cnf, 182, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/aki3068net.cnf, 194, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/pid.cnf, 202, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/excalibur_arm9.cnf, 263, 3, 368
/home/users/ozeyen/Benchmarks/FeatureModels/sh4_202_md.cnf, 204, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/csb281.cnf, 204, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/FM-3.6.1-refined.cnf, 29, 3, 19
/home/users/ozeyen/Benchmarks/FeatureModels/vrc4373.cnf, 185, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 194, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/se7751.cnf, 206, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/rattler.cnf, 207, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/jtst.cnf, 205, 3, 185
/home/users/ozeyen/Benchmarks/FeatureModels/refidt334.cnf, 206, 3, 185
/home/users/ozeyen/Benchmarks/signedAvg.sk_8_1020.cnf, 14852, 3, 176
/home/users/ozeyen/Benchmarks/110.sk_3_88.cnf, 82, 3, 14
/home/users/ozeyen/Benchmarks/GuidanceService.sk_4_27.cnf, 599, 3, 137
/home/users/ozeyen/Benchmarks/compress.sk_17_291.cnf, 28393, 3, 466
/home/users/ozeyen/Benchmarks/17.sk_3_45.cnf, 17, 3, 11
/home/users/ozeyen/Benchmarks/enqueueSeqSK.sk_10_42.cnf, 3581, 3, 68
/home/users/ozeyen/Benchmarks/77.sk_3_44.cnf, 39, 3, 15
/home/users/ozeyen/Benchmarks/81.sk_5_51.cnf, 33, 3, 21
/home/users/ozeyen/Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 1311, 3, 157
/home/users/ozeyen/Benchmarks/V7/s15850a_7_4.cnf, 3434, 3, 346
/home/users/ozeyen/Benchmarks/V7/s420_7_4.cnf, 149, 3, 26
/home/users/ozeyen/Benchmarks/V7/s1196a_7_4.cnf, 461, 3, 66
/home/users/ozeyen/Benchmarks/V7/s5378a_7_4.cnf, 1412, 3, 57
/home/users/ozeyen/Benchmarks/V7/s344_7_4.cnf, 104, 3, 35
/home/users/ozeyen/Benchmarks/V7/s38584_7_4.cnf, 11844, 3, 5004
/home/users/ozeyen/Benchmarks/V7/s298_7_4.cnf, 112, 3, 36
/home/users/ozeyen/Benchmarks/V7/s1423a_7_4.cnf, 478, 3, 84
/home/users/ozeyen/Benchmarks/V7/s9234a_7_4.cnf, 1968, 3, 86
/home/users/ozeyen/Benchmarks/V7/s27_7_4.cnf, 6, 3, 7
/home/users/ozeyen/Benchmarks/V7/s838_7_4.cnf, 321, 3, 42
/home/users/ozeyen/Benchmarks/V7/s13207a_7_4.cnf, 2709, 3, 79
/home/users/ozeyen/Benchmarks/V7/s420_new_7_4.cnf, 161, 3, 26
/home/users/ozeyen/Benchmarks/V7/s35932_7_4.cnf, 11091, 3, 3232
/home/users/ozeyen/Benchmarks/V7/s510_7_4.cnf, 172, 3, 42
/home/users/ozeyen/Benchmarks/V7/s820a_7_4.cnf, 163, 3, 95
/home/users/ozeyen/Benchmarks/V7/s641_7_4.cnf, 135, 3, 21
/home/users/ozeyen/Benchmarks/V7/s1238a_7_4.cnf, 517, 3, 66
/home/users/ozeyen/Benchmarks/V7/s713_7_4.cnf, 139, 3, 21
/home/users/ozeyen/Benchmarks/V7/s382_7_4.cnf, 97, 3, 27
/home/users/ozeyen/Benchmarks/V7/s526a_7_4.cnf, 206, 3, 42
/home/users/ozeyen/Benchmarks/V7/s38417_7_4.cnf, 9185, 3, 208
/home/users/ozeyen/Benchmarks/V7/s27_new_7_4.cnf, 2, 3, 7
/home/users/ozeyen/Benchmarks/V7/s349_7_4.cnf, 103, 3, 35
/home/users/ozeyen/Benchmarks/V7/s953a_7_4.cnf, 342, 3, 40
/home/users/ozeyen/Benchmarks/V7/s1488_7_4.cnf, 644, 3, 162
/home/users/ozeyen/Benchmarks/V7/s444_7_4.cnf, 155, 3, 48
/home/users/ozeyen/Benchmarks/V7/s420_new1_7_4.cnf, 149, 3, 26
/home/users/ozeyen/Benchmarks/V7/s526_7_4.cnf, 205, 3, 40
/home/users/ozeyen/Benchmarks/V7/s832a_7_4.cnf, 183, 3, 75
/home/users/ozeyen/Benchmarks/ActivityService.sk_11_27.cnf, 521, 3, 77
/home/users/ozeyen/Benchmarks/79.sk_4_40.cnf, 0, 1, 1
/home/users/ozeyen/Benchmarks/54.sk_12_97.cnf, 1753, 3, 383
/home/users/ozeyen/Benchmarks/registerlesSwap.sk_3_10.cnf, 115, 3, 56
/home/users/ozeyen/Benchmarks/70.sk_3_40.cnf, 29, 3, 14
/home/users/ozeyen/Benchmarks/IterationService.sk_12_27.cnf, 1158, 3, 107
/home/users/ozeyen/Benchmarks/20.sk_1_51.cnf, 66, 3, 53
/home/users/ozeyen/Benchmarks/57.sk_4_64.cnf, 55, 3, 13
/home/users/ozeyen/Benchmarks/84.sk_4_77.cnf, 52, 3, 18
/home/users/ozeyen/Benchmarks/27.sk_3_32.cnf, 29, 3, 18
/home/users/ozeyen/Benchmarks/reverse.sk_11_258.cnf, 0, 1, 1
/home/users/ozeyen/Benchmarks/36.sk_3_77.cnf, 0, 1, 1
/home/users/ozeyen/Benchmarks/IssueServiceImpl.sk_8_30.cnf, 851, 3, 101
/home/users/ozeyen/Benchmarks/35.sk_3_52.cnf, 13, 3, 11
/home/users/ozeyen/Benchmarks/ProjectService3.sk_12_55.cnf, 2066, 3, 195
/home/users/ozeyen/Benchmarks/111.sk_2_36.cnf, 41, 3, 14
/home/users/ozeyen/Benchmarks/parity.sk_11_11.cnf, 11225, 3, 414
/home/users/ozeyen/Benchmarks/51.sk_4_38.cnf, 44, 3, 20
/home/users/ozeyen/Benchmarks/V3/s420_3_2.cnf, 145, 3, 26
/home/users/ozeyen/Benchmarks/V3/s832a_3_2.cnf, 90, 3, 63
/home/users/ozeyen/Benchmarks/V3/s27_new_3_2.cnf, 2, 3, 7
/home/users/ozeyen/Benchmarks/V3/s298_3_2.cnf, 99, 3, 36
/home/users/ozeyen/Benchmarks/V3/s27_3_2.cnf, 6, 3, 7
/home/users/ozeyen/Benchmarks/V3/s641_3_2.cnf, 118, 3, 21
/home/users/ozeyen/Benchmarks/V3/s526a_3_2.cnf, 190, 3, 42
/home/users/ozeyen/Benchmarks/V3/s1488_3_2.cnf, 611, 3, 158
/home/users/ozeyen/Benchmarks/V3/s953a_3_2.cnf, 333, 3, 40
/home/users/ozeyen/Benchmarks/V3/s349_3_2.cnf, 96, 3, 34
/home/users/ozeyen/Benchmarks/V3/s820a_3_2.cnf, 80, 3, 61
/home/users/ozeyen/Benchmarks/V3/s5378a_3_2.cnf, 1305, 3, 57
/home/users/ozeyen/Benchmarks/V3/s344_3_2.cnf, 100, 3, 35
/home/users/ozeyen/Benchmarks/V3/s838_3_2.cnf, 317, 3, 42
/home/users/ozeyen/Benchmarks/V3/s15850a_3_2.cnf, 3430, 3, 346
/home/users/ozeyen/Benchmarks/V3/s1196a_3_2.cnf, 429, 3, 62
/home/users/ozeyen/Benchmarks/V3/s444_3_2.cnf, 109, 3, 23
/home/users/ozeyen/Benchmarks/V3/s35932_3_2.cnf, 11087, 3, 3232
/home/users/ozeyen/Benchmarks/V3/s420_new_3_2.cnf, 156, 3, 26
/home/users/ozeyen/Benchmarks/V3/s510_3_2.cnf, 170, 3, 42
/home/users/ozeyen/Benchmarks/V3/s38417_3_2.cnf, 9181, 3, 208
/home/users/ozeyen/Benchmarks/V3/s13207a_3_2.cnf, 2706, 3, 79
/home/users/ozeyen/Benchmarks/V3/s420_new1_3_2.cnf, 145, 3, 26
/home/users/ozeyen/Benchmarks/V3/s38584_3_2.cnf, 11840, 3, 5004
/home/users/ozeyen/Benchmarks/V3/s713_3_2.cnf, 133, 3, 21
/home/users/ozeyen/Benchmarks/V3/s1423a_3_2.cnf, 473, 3, 83
/home/users/ozeyen/Benchmarks/V3/s382_3_2.cnf, 88, 3, 27
/home/users/ozeyen/Benchmarks/V3/s1238a_3_2.cnf, 509, 3, 65
/home/users/ozeyen/Benchmarks/V3/s526_3_2.cnf, 182, 3, 34
/home/users/ozeyen/Benchmarks/V3/s9234a_3_2.cnf, 1957, 3, 86
/home/users/ozeyen/Benchmarks/GuidanceService2.sk_2_27.cnf, 340, 3, 64
/home/users/ozeyen/Benchmarks/80.sk_2_48.cnf, 28, 3, 14
/home/users/ozeyen/Benchmarks/32.sk_4_38.cnf, 29, 3, 14
/home/users/ozeyen/Benchmarks/10.sk_1_46.cnf, 71, 3, 17
/home/users/ozeyen/Benchmarks/V15/s838_15_7.cnf, 327, 3, 42
/home/users/ozeyen/Benchmarks/V15/s38417_15_7.cnf, 9191, 3, 208
/home/users/ozeyen/Benchmarks/V15/s420_new1_15_7.cnf, 156, 3, 26
/home/users/ozeyen/Benchmarks/V15/s526a_15_7.cnf, 211, 3, 42
/home/users/ozeyen/Benchmarks/V15/s344_15_7.cnf, 108, 3, 35
/home/users/ozeyen/Benchmarks/V15/s526_15_7.cnf, 212, 3, 42
/home/users/ozeyen/Benchmarks/V15/s349_15_7.cnf, 107, 3, 35
/home/users/ozeyen/Benchmarks/V15/s1196a_15_7.cnf, 476, 3, 66
/home/users/ozeyen/Benchmarks/V15/s1488_15_7.cnf, 621, 3, 158
/home/users/ozeyen/Benchmarks/V15/s15850a_15_7.cnf, 3440, 3, 346
/home/users/ozeyen/Benchmarks/V15/s444_15_7.cnf, 135, 3, 26
/home/users/ozeyen/Benchmarks/V15/s35932_15_7.cnf, 11097, 3, 3232
/home/users/ozeyen/Benchmarks/V15/s27_new_15_7.cnf, 2, 3, 7
/home/users/ozeyen/Benchmarks/V15/s9234a_15_7.cnf, 1974, 3, 86
/home/users/ozeyen/Benchmarks/V15/s5378a_15_7.cnf, 1417, 3, 57
/home/users/ozeyen/Benchmarks/V15/s38584_15_7.cnf, 11850, 3, 5004
/home/users/ozeyen/Benchmarks/V15/s27_15_7.cnf, 6, 3, 7
/home/users/ozeyen/Benchmarks/V15/s1238a_15_7.cnf, 524, 3, 66
/home/users/ozeyen/Benchmarks/V15/s832a_15_7.cnf, 383, 3, 102
/home/users/ozeyen/Benchmarks/V15/s510_15_7.cnf, 172, 3, 42
/home/users/ozeyen/Benchmarks/V15/s382_15_7.cnf, 139, 3, 46
/home/users/ozeyen/Benchmarks/V15/s820a_15_7.cnf, 198, 3, 88
/home/users/ozeyen/Benchmarks/V15/s420_15_7.cnf, 156, 3, 26
/home/users/ozeyen/Benchmarks/V15/s298_15_7.cnf, 115, 3, 36
/home/users/ozeyen/Benchmarks/V15/s420_new_15_7.cnf, 163, 3, 26
/home/users/ozeyen/Benchmarks/V15/s953a_15_7.cnf, 350, 3, 40
/home/users/ozeyen/Benchmarks/V15/s641_15_7.cnf, 141, 3, 21
/home/users/ozeyen/Benchmarks/V15/s713_15_7.cnf, 144, 3, 21
/home/users/ozeyen/Benchmarks/V15/s1423a_15_7.cnf, 484, 3, 84
/home/users/ozeyen/Benchmarks/V15/s13207a_15_7.cnf, 2715, 3, 79
/home/users/ozeyen/Benchmarks/FMEasy/freebsd-icse11.cnf, 2872, 3, 2832
/home/users/ozeyen/Benchmarks/FMEasy/axTLS.cnf, 130, 3, 89
/home/users/ozeyen/Benchmarks/FMEasy/2.6.32-2var.cnf, 28323, 3, 2558
/home/users/ozeyen/Benchmarks/FMEasy/toybox2.cnf, 3, 3, 5
/home/users/ozeyen/Benchmarks/FMEasy/embtoolkit.cnf, 2060, 3, 1068
/home/users/ozeyen/Benchmarks/FMEasy/ecos-icse11.cnf, 203, 3, 185
/home/users/ozeyen/Benchmarks/FMEasy/uClinux.cnf, 0, 1, 1
/home/users/ozeyen/Benchmarks/FMEasy/2.6.33.3-2var.cnf, 29479, 3, 2612
/home/users/ozeyen/Benchmarks/FMEasy/freetz.cnf, 6258, 3, 7401
/home/users/ozeyen/Benchmarks/FMEasy/toybox.cnf, 3, 3, 5
/home/users/ozeyen/Benchmarks/FMEasy/fiasco.cnf, 207, 3, 78
/home/users/ozeyen/Benchmarks/FMEasy/buildroot.cnf, 2668, 3, 680
/home/users/ozeyen/Benchmarks/FMEasy/coreboot.cnf, 708, 3, 111
/home/users/ozeyen/Benchmarks/FMEasy/busybox-1.18.0.cnf, 611, 3, 375
/home/users/ozeyen/Benchmarks/FMEasy/uClinux-config.cnf, 891, 3, 1808
/home/users/ozeyen/Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 107881, 3, 99781
/home/users/ozeyen/Benchmarks/53.sk_4_32.cnf, 13, 3, 11
/home/users/ozeyen/Benchmarks/tutorial1.sk_1_1.cnf, 0, 1, 1
/home/users/ozeyen/Benchmarks/lss.sk_6_7.cnf, 659, 3, 377
/home/users/ozeyen/Benchmarks/isolateRightmost.sk_7_481.cnf, 5450, 3, 631
